变量,变量名称,一级类别,二级类别,三级类别,来源模块,代码语言,时间窗口,来源函数,输入字段,缺失值取值,衍生过程
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_84d,其他收入-健身会员-占该类收入比,收入能力,占比分析,收入能力-占比分析,txn_income_v1_1,Python,近84天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近84天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_84d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_14d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近14天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近14天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_14d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_168d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近168天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近168天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_168d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_182d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近182天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近182天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_182d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_28d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近28天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近28天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_28d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_56d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近56天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近56天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_56d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_7d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近7天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近7天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_7d
bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_84d,其他收入-健身会员-占总收入比,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近84天,category_ratio,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_ratio(近84天) -> bank_txn_income_otherincome_category_gymsandothermemberships_ratio_total_84d
bank_txn_income_otherincome_category_gymsandothermemberships_std_14d,近14天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_14d
bank_txn_income_otherincome_category_gymsandothermemberships_std_168d,近168天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_168d
bank_txn_income_otherincome_category_gymsandothermemberships_std_182d,近182天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_182d
bank_txn_income_otherincome_category_gymsandothermemberships_std_28d,近28天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_28d
bank_txn_income_otherincome_category_gymsandothermemberships_std_56d,近56天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_56d
bank_txn_income_otherincome_category_gymsandothermemberships_std_7d,近7天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_7d
bank_txn_income_otherincome_category_gymsandothermemberships_std_84d,近84天其他收入-健身会员标准差,收入能力,基础统计-标准差,收入能力-基础统计-标准差,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_gymsandothermemberships_std_84d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_14d,近14天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_14d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_168d,近168天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_168d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_182d,近182天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_182d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_28d,近28天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_28d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_56d,近56天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_56d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_7d,近7天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_7d
bank_txn_income_otherincome_category_gymsandothermemberships_sum_84d,近84天其他收入-健身会员总额,收入能力,基础统计-求和,收入能力-基础统计-求和,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_gymsandothermemberships_sum_84d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_14d,近14天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近14天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近14天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_14d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_168d,近168天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近168天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近168天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_168d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_182d,近182天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近182天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近182天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_182d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_28d,近28天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近28天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近28天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_28d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_56d,近56天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近56天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近56天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_56d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_7d,近7天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近7天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近7天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_7d
bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_84d,近84天其他收入-健身会员-趋势斜率,收入能力,趋势分析,收入能力-趋势分析,txn_income_v1_1,Python,近84天,category_trend_slope,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_trend_slope(近84天) -> bank_txn_income_otherincome_category_gymsandothermemberships_trend_slope_84d
bank_txn_income_otherincome_category_health_1m_vs_3m,其他收入-医疗,收入能力,窗口对比分析,收入能力-窗口对比分析,txn_income_v1_1,Python,全历史/无固定窗口,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_1m_vs_3m
bank_txn_income_otherincome_category_health_3m_vs_6m,其他收入-医疗,收入能力,窗口对比分析,收入能力-窗口对比分析,txn_income_v1_1,Python,全历史/无固定窗口,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_3m_vs_6m
bank_txn_income_otherincome_category_health_count_14d,近14天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_health_count_14d
bank_txn_income_otherincome_category_health_count_168d,近168天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_health_count_168d
bank_txn_income_otherincome_category_health_count_182d,近182天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_health_count_182d
bank_txn_income_otherincome_category_health_count_28d,近28天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_health_count_28d
bank_txn_income_otherincome_category_health_count_56d,近56天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_health_count_56d
bank_txn_income_otherincome_category_health_count_7d,近7天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_health_count_7d
bank_txn_income_otherincome_category_health_count_84d,近84天其他收入-医疗次数,收入能力,基础统计-次数,收入能力-基础统计-次数,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_health_count_84d
bank_txn_income_otherincome_category_health_cv_14d,近14天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_health_cv_14d
bank_txn_income_otherincome_category_health_cv_168d,近168天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_health_cv_168d
bank_txn_income_otherincome_category_health_cv_182d,近182天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_health_cv_182d
bank_txn_income_otherincome_category_health_cv_28d,近28天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_health_cv_28d
bank_txn_income_otherincome_category_health_cv_56d,近56天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近56天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近56天) -> bank_txn_income_otherincome_category_health_cv_56d
bank_txn_income_otherincome_category_health_cv_7d,近7天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近7天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近7天) -> bank_txn_income_otherincome_category_health_cv_7d
bank_txn_income_otherincome_category_health_cv_84d,近84天其他收入-医疗变异系数,收入能力,基础统计-变异系数,收入能力-基础统计-变异系数,txn_income_v1_1,Python,近84天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近84天) -> bank_txn_income_otherincome_category_health_cv_84d
bank_txn_income_otherincome_category_health_growth_rate_max,其他收入-医疗-最大增长率,收入能力,增长率分析,收入能力-增长率分析,txn_income_v1_1,Python,全历史/无固定窗口,category_growth_rates,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_growth_rates(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_growth_rate_max
bank_txn_income_otherincome_category_health_growth_rate_min,其他收入-医疗-最小增长率,收入能力,增长率分析,收入能力-增长率分析,txn_income_v1_1,Python,全历史/无固定窗口,category_growth_rates,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_growth_rates(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_growth_rate_min
bank_txn_income_otherincome_category_health_interval_gap_30_count,其他收入-医疗-超过30天间隔次数,收入能力,时间间隔分析,收入能力-时间间隔分析,txn_income_v1_1,Python,全历史/无固定窗口,category_interval,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_interval(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_interval_gap_30_count
bank_txn_income_otherincome_category_health_interval_max,其他收入-医疗-最大日期间隔,收入能力,时间间隔分析,收入能力-时间间隔分析,txn_income_v1_1,Python,全历史/无固定窗口,category_interval,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_interval(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_interval_max
bank_txn_income_otherincome_category_health_interval_std,其他收入-医疗-日期间隔标准差,收入能力,时间间隔分析,收入能力-时间间隔分析,txn_income_v1_1,Python,全历史/无固定窗口,category_interval,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_interval(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_interval_std
bank_txn_income_otherincome_category_health_latest_amount,其他收入-医疗-最新金额,收入能力,基础统计-最新值,收入能力-基础统计-最新值,txn_income_v1_1,Python,全历史/无固定窗口,category_latest_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_latest_amount(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_latest_amount
bank_txn_income_otherincome_category_health_latest_vs_3m,其他收入-医疗,收入能力,窗口对比分析,收入能力-窗口对比分析,txn_income_v1_1,Python,全历史/无固定窗口,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(全历史/无固定窗口) -> bank_txn_income_otherincome_category_health_latest_vs_3m
bank_txn_income_otherincome_category_health_max_14d,近14天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近14天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近14天) -> bank_txn_income_otherincome_category_health_max_14d
bank_txn_income_otherincome_category_health_max_168d,近168天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近168天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近168天) -> bank_txn_income_otherincome_category_health_max_168d
bank_txn_income_otherincome_category_health_max_182d,近182天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近182天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近182天) -> bank_txn_income_otherincome_category_health_max_182d
bank_txn_income_otherincome_category_health_max_28d,近28天其他收入-医疗最大值,收入能力,基础统计-最大值,收入能力-基础统计-最大值,txn_income_v1_1,Python,近28天,category_amount,"流水原始字段[user_id,amount,transaction_date,dr_cr,category,third_party,account_type,balance,bank_account_id] + finv映射表补充字段[tag_level1,tag_level2]",-1000000,流水原始数据 + finv映射 -> SingleApplicationIncomeFeatureEngineer -> category_amount(近28天) -> bank_txn_income_otherincome_category_health_max_28d
